CLASS,SENTENCES,SNO
N,طاہر القادری کے نام کیسی انوکھی داستان سب کو سنا گیاایک شخص سارے ملک کو ماموں بن بنا گیا ,888
N,"جو بے حس حکومتیں ہوتی ہیں ، ان کی پشت پر باہر سے ہاتھ ہوتا ہے ، جیسے ہماری معیشت کو آئی ایم ایف نے سنبھال رکھا ہے : جنرل حمید گل ",889
N,"کراچی:لیاقت آباد ٹمبرمارکیٹ میں آتشزدگی،کئی دکانیں جل گئیں ۔ ",890
N,شدید کھانسی ہے بھائی ,891
P,فی الحال تو لطیفہ ایک ڈیزل هے ۔ ۔ ۔ باقی سب ہیچ هے آج کل ,892
P,"اسلام آباد: خورشید شاہ کے بیان پرانھیں وضاحت کا موقع دیا جانا چاہیے ،حافظ طاہر اشرفی ",893
P,سرجی آئی فون تے نیٹ سلو ای بڑا اے سم تے اک حوالہ کڈ لیا اے لنک سینڈ کرنا واں چیکنگ پا لوو ,894
P,"کراچی، عاشورہ محرم پر عزادارن کوہرممکن سہولیات فراہم کی جائیں ،رکن قومی اسمبلی محبوب عالم ",895
P,شہید پاکستان عبد القادر ملا بھی پروفیسر غلام اعظم کے ساتھی تھے ۔ملک کا مشرقی بازو کاٹنے کی بھارتی سازش کا مقابلہ۔۔۔ ,896
P,سن رھا ھے تو دیکھ رھی ھو ں میں ,897
P,رسول اللہﷺ کے اخلاق یہ تھے کہا گر کوئی آدمی آپؐ کی طرف منہ کرکے بات کرتاتو آپؐ اس کی طرف متوجہ ہی رہتے یہاں تک کہ فارغ ہوکروہی آدمی چہرہ پھیرلیتا ,898
P,متوجہ ہونے کے لئے شکریہ یہ میرا ڈایلاگ ہے ,899
P,"تنہا زندگی جینے کا بھی اپنا ہی مزہ ہے ۔ ۔ ۔ نہ کسی کے آنے کی خوشی ، اور نہ کسی کے جانے کا غم ۔ ",900
N,ہوشیار خبردار شھباز شریف کے چھوٹے بیٹے سلمان شھباز کا درد ناک و دلخراش سکینڈل منظر عام پہ آگیا ۔ ان واہیات ناسور۔۔۔ ,901
N,جیو نیوز مسلسل 18 گھنٹے تک افواجِ پاکستان اور آئی ایس آئی پر کیچڑ اچھالتا رہا ۔لیکن پیمرا کا چئیرمین اور سارا۔۔۔ ,902
N,"لاہور: بادامی باغ سے مردہ جانوروں کا گوشت پکڑا گیا، دو افراد گرفتارلاہور(تاندلیانوالہ نیوز سے ) لاہور میں مردہ۔۔۔ ",903
P,دریا کی طرح خاموش نہ تھاجن کو بلا کا چاہتا تھاان ہی کے طعنے بھی سنتا تھادنیا نے اسے کچھ نہ دیا ,904
P,بہرحال حقیقت پتا ہے مجھے جاری رکھیں :)) ,905
N,ایسے بنے گا نیا پاکستان۔ ۔ ۔ ۔اور ملک کے نام نہاد وارثوں ۔ ۔ خوش ہو ؟ ,906
P,لاہور: ہمارے دور حکومت میں ادویات بھی مفت ملتی تھیں ۔ چودھری پرویز الہی ,907
P,محمد ﷺ نے فرمایا جسکا مفہوم ہے ۔۔۔۔۔۔اگر میرے بعد کوئی نبی ہوتے تو وہ عمر ہوتے ۔۔۔۔ سیدنا عمر فاروق ,908
P,چندے سے پیسٹریاں خریدی جائیں گی ,909
P,آپ کس چينل پر آتے ہو ٹائم اور چینل بتا دو دیکھ لیا کرو گا۔ ,910
P,وزیر اعلیٰ نے یقین دہانی کرائی کہ حکومت جرائم پر قابو پانے کیلئے تمام وسائل بروئے کار لائے گی ۔ ,911
N,محکمہ موسمیات کیمطابق بحیرہ عرب میں ہوا کے کم دباؤ میں مزید شدت آرہی ہے امکان ہے آئندہ 24 گھنٹوں میں یہ سمندری طوفان میں تبدیل ہوجائے گا N,912
P,ﭘﺨﺘﮕﯽ ﺍﻭﺭ ﻣﯿﭽﻮﺭﭨﯽ ﮐﯽ ﺿﺮﻭﺭﺕ ﺟﺴﻢ ﺳﮯ ﺯﯾﺎﺩﮦ ﺫﮨﯿﻦ ﮐﻮ ﺩﺭﮐﺎﺭ ﮨﻮﺍ ﮐﺮﺗﯽ ﮨﮯ۔ﮐﮧ ﺟﺴﻢ ﺗﻮ ﻋﻤﺮ ﮐﮯ ﺳﺎﺗﮫ ﺳﺎﺗﮫ ﻓﻄﺮﯼ ﺍﻧﺪﺍﺯ ﻣﯿﮟ۔۔۔ ,913
N,ابھی چھوٹا بھائی صدمہ میں ہے جلد ہی کوئی نحوست بھرا فیصلہ کر ہی لے گا ,914
N,کیا ریلوے شیخ نے نهیں بحال کی تھی۔ اگر لال مسجد اس په ڈالتے ھو ھو اس کے اچھے کام کیوں اس په نهیں ڈالتے ۔ ,915
N,"بریکنگ:- دھرنوں پر روزانہ کے اخراجات کروڑوں روپے تھے ، جس کی وجہ سے پارٹی فنڈز ختم ہو گئے ",916
N,ہاں تم ویسے ہی پراسرار ہے اور پراسرار ڈائنیں ہوتی ہیں ,917
N,ﺩﺑﺌﯽ: ﺁﺳﭩﺮﯾﻠﯿﺎ ﮐﮯ ﺧﻼﻑ ﭘﺎﮐﺴﺘﺎﻥ ﮐﯽ ﭘﮩﻠﯽ ﻭﮐﭧﮔﺮﮔﺌﯽﻣﺤﻤﺪ ﺣﻔﯿﻆ ﺑﻐﯿﺮﮐﻮﺋﯽ ﺭﻥ ﺑﻨﺎﺋﮯ ﺁﺅﭦ ,918
P,میں نے ورلڈ کپ جیتامیں نے ہسپتال بنایامیں نے سیاسی پارٹی بنائیمیں نے کنٹینر سیاست شروع کیمیں نے چندہ کی ٹیکنالوجی کو بام عروج تک پہنچایا ,919
N,بریکنگ :- کراچی:ایدھی سنٹر ڈکیتی کے مرکزی ملزم مظہرکی نشاندہی پر پولیس کے چھاپے ,920
N,شرمندہ مت کیجیے جناب۔ ۔ ۔ ,921
N,"جہانگیرترین،خورشیدقصوری،اعظم سواتی ہے اس پارٹی میں کیوں لگتا ہے کہ ہے فقیر پی ٹی آئی ۔۔۔؟مانگنا تو عادت ہے بس۔۔! ",922
P,اگر دھرنے سے کچھ اچھا ہو تو کامیابی ہے ورنہ اس کا کیا کرنا۔ ,923
P,سستی بجلی عوام کا جائز مطالبہ ہے : نواز شریف اور عوام کو ایسے جائز مطالبات کرتے رہنا چاہیے کیونکہ سب اللہ کے اختیار میں کبھی تو تقدیر بدلے گا ,924
P,دہشتگردی میں جاں بحق گریڈ 20 سے اوپر کے ملازمین کے اہلخانہ کو ایک کروڑ روپے امداد ملے گی ,925
N,"ٹریفک چوک تلہ گنگ کا نام"" غازی میاں محمد شہید چوک""جسے ہم بھول گئے تلہ گنگ:شہر کے معروف ترین چوک ٹریفک چوک کانام۔۔۔ ",926
N,کسی روندے نوں ھسایا ای تے دس خاں کسی پکھے نوں رجایا اع تے دس خاں راه وچ پے روڑے نوں ھٹایا ای تے دس خاں کسی دے پھٹ نوں سیتا ای تے دس خاں 1/2 N,927
N,"منافق کی تین نشانیاں ہیں جب بات کرے توجھوٹ بولے ، جب وعدہ کرے تواس کی خلاف ورزی کرے اور جب امانت رکھوائی جائے تواس میں خیانت کرے ۔(بخاری) N",928
N,احتجاج احتجاج احتجاج مہاجر قوم اپنی نسلوں کی بقا کيلئے گھروں سے باہر نکليں ۔کليم الطافی~ ,929
N,"لفظ مہاجر کی توہین کرنے پر خورشید شاہ سمیت پیپلز پارٹی کے رہنما رسوا ہوں گے ،ندیم احسان ",930
N,"۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔ہر کسی کو اپنے جان کا ابھیمان تو ہوتا ہے ، پرنتو اپنے ابھیمان کا جان نہیں ہوتا۔ ",931
N,مگر ہم بیان ہوں کیسے رسوائیوں سے ڈرتا ہوں شاید ,932
N,کینیڈا کی پارلیمنٹ میں فائرنگ کی ویڈیو جاری: کینیڈا کی پولیس نے پارلیمنٹ پر حملے کی ویڈیو جاری۔۔۔ ,933
N,لفظوں کے کچھ کنکر پھینکو جھیل سی گھری خاموشی ھے ,934
P,شب وصال جلدی آجاوے گی اگر تو کسی ہور ہانڈی پر توجہ مرکوز کرلے گھر والوں کو پتا تو چلے منڈا جوان ہو گوا ,935
P,جب آپ نے خان کو چھوڑ دیا تو بحث کا فائدہ نہیں ,936
N,سنا ہے دھرنے میں سب کچھ مل رہا ہے کیا کوئ چرسی ھے ؟ ,937
N,بریکنگ:- دھرنوں نے تحریک انصاف اور عوامی تحریک کو کنگال کر دیابریکنگ:- دونوں پارٹیاں پہلی بار مالی بحران کا شکار ہو گئیں ,938
N,پاکستان ٹیم کی گھٹیا کارکادی دیکھ کر ایک شیر یاد ایا شرم تم کو مگر نھیں اتی ,939
N,چوک میں مانگنے والے فقیروں کی جگہ پی ٹی آئی اپنے ورکرز کو کام پر بھیجے گی۔ ,940
N,لعنت ہے ایسے نظام پر جس میں ٹیکسی چلانے کے لیے گریجوئیٹ ہونا ضروری ہے مگر---ملک چلانے کے لیے یہ شرط پارلیامنٹ نے ختم کر دی ہے ,941
N,"اسپیکر کے سامنے ذاتی طور پر پیش ہو کے تصدیق کرنا ضروری ہے ، ابھی ہوائی استیفے ہیں ، اور زبردستی کے بھی ",942
N,قادری تو کشتیاں جلاکر آیاتهاکشتیاں ہی جلائیں گهر اورسامان تو نہیں جلایا نا ,943
N,"ہنہ کوتاہیوں سے سبق۔۔۔ فرشتے غلطیاں نہیں کرتے ، کنٹینرخان ",944
N,"مجھ پر حملے ہورہے ہیں ، بتایا جائے میرا گناہ کیا ہے ؟مولانا فضل الرحمان ۔ ",945
P,آپکی ٹوئیٹس کے کیا کہنے ! ماشاٗ اللہ اللہ پاک آپ کو ڈھیروں اجر عطا فرمائے ۔۔۔ ! آمین ! ,946
N,ان کا کام ہی لوٹنا ہے ۔۔۔۔ ,947
P,عوامی تحریک کے چیئرمین ڈاکٹر طاہر القادری نے شاہراہ دستور پر 70 روزہ جاری دھرنا ختم کر کے جہاں حکومت کو ریلیف دیا۔۔۔ ,948
N,"دبئی آسٹریلیا کی مزاحمت جاری، میچ کے آخری سیشن میں پاکستان کو دو وکٹوں کی ضرورت۔ تازہ ترین اسکور پر ",949
N,"میٹرو بس منصوبہ ایک ارب 65 کروڑ 87 لاکھ روپے سالانہ خسارے میں چل رہا ہے ، دستاویز ",950
P,"لاہور: انڈر ۱۹ ٹیم کا اعلان، سعود سکیل کپتان برقرار ",951
P,"بہت بہت شکریہ۔ خیر مُبارک, آپکو بھی مُبارک ہو ",952
N,"نقصان تھوڑا ہوا ،اس غریبکا ،جمع پونجی بھی گئی ،کاروبا بھی تباہ ہوا،اورہاتھ بھی کچھ نہیں آیا ۔کہتے تھے حکومت ملے گی ",953
N,چیرمین تحریک انصاف عمران خان کا کہنا ہے کہ محرم الحرام آنے کے باوجود ہم اسلام آباد سے نہیں جائیں گے جب کہ محرم۔۔۔ ,954
N,پاکستانی فورسز کی جانب سے کوہستان مری کے مختلف علاقوں میں عام بلوچ آبادی کو نشانہ بنایا اور معصوم بلوچوں پر فضائی۔۔۔ ,955
N,"سارے پاکستا کو پتا ھے دونوں بڑی پارٹیاں مل کر کس طرح پاکستان پر زبردستی قابض ھیں ۔اب پولیس عوام کے حقوق صلب جرتی ھے ۔پیمرا،نیپرا،نادرا نو میرٹ N",956
N,سیالکوٹ: ہندوستانی فورسز کی بلا اشتعال فائرنگ: پاکستان کے صوبہ پنجاب کے شہر سیالکوٹ کی ورکنگ۔۔۔ ,957
N,"اسلام آباد: ملزم کا ایک ساتھی فرار ہوگیا، کسی کارکن پر حملہ ہوا تو شدید ردعمل ہو گا،رشید گوڈیل ",958
N,ﺟﻮ TI ﮐﮯ ﻟﻮﮒ ﮔﺎﻟﯽ ﮔﻠﻮﭺ ﮐﺮ ﺭﮨﮯ ﮨﯿﮟ ۔ ﺍﻥ ﮐﻮ 30 ﺍﮔﺴﺖ ﮐﯽ ﺭﺍﺕ ﮐﻮ ﯾﺎﺩ ﺭﮐﻬﻨﺎ ﭼﺎﮨﯿﮯ ۔ ﺍﭘﻨﮯ ﻟﯿﮉﺭ ﮐﻮ ﭼﻬﻮﮌ ﮐﺮ ﺑﻬﺎﮒ ﮔﮯ ﺗﻬﮯ ,959
P,انشا اللہ۔ لیکن اب وقت ہے کہ کوئی سیاسی بلنڈر نا کیا جائے ۔ جوش کے بجائے ہوش سے کام لیا جائے ۔ ,960
P,دنیا کے ایک بہترین مسلم خلیفہ کی اپنے بچوں کو نصیحت۔ مولانا طارق جمیل صاحب ,961
P,"تہذیب سکھاتی ہے جینے کا سلیقہ,تعلیم سے جاہل کی جہالت نہیں جاتی۔ کچھ دوغلے لوگوں کے نام۔۔۔ ",962
P,"مہاجر اپنے حصے کا پاکستان ساتھ لیکر آئے تھے ، خواجہ اظہار الحسن۔۔۔ العجب ",963
P,پاکستان کو میچ جتنے کیلے تین ویکٹس کی ضرورت۔ میچ ہاتھ میں ہے ابھی بھی۔ ,964
P,پاکستان کا معاشی حب کراچی ہے ۔ خالد مقبول صدیقی ,965
P,نئے صوبے کا قیام انتظامی بنیادوں پہ ہونا چاہیئے ! لسانی بنیادوں پہ نہیں ,966
N,"انشاء جی اٹھو اب کوچ کرو، اس شہر ميں جی کو لگانا کيا۔۔۔۔۔: انشاء جی اٹھو اب کوچ کرو، اس شہر ميں جی کو لگانا کي۔۔۔ ",967
P,کوئی گیا تو اسے بھی شہید کردو - طاہر القادری جی تو خکم کی تعمیل کب کی جائے ,968
N,پہلی بار مجھے بھی جب کسی نے انکل کہا تھا تو دل دکھا تھا لیکن آہستہ آہستہ عادت ہو گئی ہے ۔ آپ کو بھی ہو جاے گی ,969
N,چندے سے انقلاب نہیں لایا جاسکتا اور نہ بندے اُٹھانے سے انہیں چُپ کروایا جا سکتا ہے ,970
P,گھر سے استنجاء اور وضو کر کے مسجد آنا:احادیث مبارکہ سے یہ ثابت ھوتا ھے کہ وضو اور استنجاء گھر سے کرکے جانا۔۔۔ ,971
P,اُس آدمی نے اِس سالار کو کافی معقول ٹپ دی ہے ۔ ,972
P,چچا غالب کی روح سے معذرت کے ساتھہم نے مانا کہ کچھ نہیں ڈیزلمفت ہاتھ آئے تو برا کیا ہے ,973
P,واہ جناب واہ! اچھی رہی۔ جناب خود کو فرشتہ سمجوں وہ انسان ہیں ,974
P,"اسلام آباد :پی اے ٹی کا دھرنا ختم، صفائی کے کام کا آغاز ، روزنامہ اُردو پوائنٹ ",975
P,دنیا نے کس کا راہ وفا میں دیا ہے ساتھتم بھی چلے چلو یوں ہی جب تک چلی چلے ,976
N,عمران خان عورت ہے,977
